,Product_id,manufacturer,Device Type,Status,Warranty_name,Warranty_price,org_price,last_month_price,Color,Weight,Processor Manufacturer,Processor Series,Processor Model,Processor Cache Memory,RAM Memory,Screen Size,Screen Type,Optical Drive,RAM Type,Internal Memory Type,Operating System,Graphics Card Manufacturer,Graphics Card Model,Battery Cell Count
34,12991628,ایسوس,Vivobook,marketable,آرتین تجارت آریا تدبیر,6605400.0,302300000.0,321400000,سرمه ای تیره,1.7,AMD,Ryzen7,5800H,16,8,15.6,IPS level panel,,DDR4,SSD,Microsoft Windows 11,AMD,RadeonGraphics,لیتیوم یونی
35,11675167,ایسوس,Creator,marketable,ویستا سرویس,16524400.0,758000000.0,691000000,مشکی,1.8,Intel,Corei9,13900H,24,16,15.6,OLED,بدون درایو نوری,DDR5,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX3050,لیتیوم پلیمری
36,10430827,لنوو,ThinkBook,marketable,آرتین تجارت آریا تدبیر,8000600.0,366500000.0,327900000,خاکستری,1.75,Intel,Corei7,1165G7,12,16,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceMX4502GBGDDR6,سه سلولی
37,10430928,لنوو,ThinkBook,marketable,آرتین تجارت آریا تدبیر,7869800.0,360500000.0,309990000,خاکستری,1.75,Intel,Corei7,1165G7,12,16,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceMX4502GBGDDR6,سه سلولی
38,10659327,ایسوس,TUF,marketable,بانی نو,10071600.0,449940000.0,0,مشکی,2.3,Intel,Corei5,11400H,12,16,15.6,IPS level panel,,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3050,
39,12561512,ایسوس,TUF,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),13352500.0,612500000.0,589232900,خاکستری,2.2,AMD,Ryzen7,7735HS,20,16,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4050,لیتیوم-یونی
40,12955728,ایسوس,TUF,marketable,الماس رایان ایرانیان,15085600.0,692000000.0,666990000,خاکستری,2.0,Intel,Corei7,12700H,24,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX4070,لیتیوم-یونی
41,11777891,دل,Vostro,marketable,دلیران,7521000.0,319500000.0,0,مشکی,1.69,Intel,Corei5,1135G7,8,16,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,IrisXe,لیتیوم پلیمری
42,13069349,لنوو,IdeaPad,marketable,آرتین تجارت آریا تدبیر,3477100.0,170500000.0,0,خاکستری,1.62,Intel,Corei3,1115G4,6,8,15.6,TN,بدون درایو نوری,DDR4,هارددیسک,بدون سیستم عامل,Intel,UHDGraphics,لیتیوم پلیمری
43,11341534,ایسوس,,marketable,آرتین تجارت آریا تدبیر,4578000.0,209600000.0,0,نقره ای,1.8,Intel,Corei3,1115G4,6,8,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,Intel,UHDGraphics,
44,11624265,ایسوس,TUF,marketable,آرتین تجارت آریا تدبیر,8938000.0,400000000.0,396400000,مشکی,2.2,Intel,Corei5,11400H,12,12,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX2050,لیتیوم-یونی
45,11510102,ایسوس,TUF,marketable,آرتین تجارت آریا تدبیر,9254100.0,424300000.0,384200000,مشکی,2.2,Intel,Corei5,11400H,12,40,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX2050,لیتیوم-یونی
46,9674062,اچ‌ پی,Spectre,marketable,نوآور همراه,18835200.0,881800000.0,0,نوک مدادی,2.0,Intel,Corei7,1260P,18,16,16.0,OLED,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,Intel,ArcA370MGraphics,شش سلولی
47,12991628,ایسوس,Vivobook,marketable,آرتین تجارت آریا تدبیر,6605400.0,302300000.0,321400000,سرمه ای تیره,1.7,AMD,Ryzen7,5800H,16,8,15.6,IPS level panel,,DDR4,SSD,Microsoft Windows 11,AMD,RadeonGraphics,لیتیوم یونی
48,12995721,ایسوس,,marketable,آرتین تجارت آریا تدبیر,3902200.0,186600000.0,170000000,نقره ای,1.8,Intel,Corei3,1115G4,6,16,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
