,Product_id,manufacturer,Device Type,Status,Warranty_name,Warranty_price,org_price,last_month_price,Color,Weight,Processor Manufacturer,Processor Series,Processor Model,Processor Cache Memory,RAM Memory,Screen Size,Screen Type,Optical Drive,RAM Type,Internal Memory Type,Operating System,Graphics Card Manufacturer,Graphics Card Model,Battery Cell Count
176,12388590,دل,Dell,marketable,کندل ایران,20056000.0,919990000.0,846390800,مشکی,2.81,,Corei7,13650HX,24,16,15.6,,بدون درایو نوری,DDR5,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX4060,
177,12399342,لنوو,IGL,marketable,آرتین تجارت آریا تدبیر,3171900.0,145500000.0,125900000,خاکستری,1.85,Intel,Celeron,N4020,4,4,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,Intel,UHDGraphics600,لیتیوم-یونی
178,12533634,ایسوس,TUF,marketable,امرتات,13864800.0,635990000.0,0,خاکستری,2.2,Intel,Corei7,12700H,24,32,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX4050,
179,12625108,لنوو,,marketable,ایرانیان رهجو گستر,4730600.0,217000000.0,206900000,مشکی,1.7,Intel,Corei3,1115G4,6,12,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GEFORCEMX350GDDR5,
180,10401795,ایسوس,VivoBook,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),8698200.0,388900000.0,373800000,نقره ای,1.8,Intel,Corei5,12500H,18,8,15.6,WV,بدون درایو نوری,DDR4,SSD,,NVIDIA,GeforceGTX1650GDDR6,لیتیوم یونی
181,10400196,ایسوس,VivoBook,marketable,کسری سرویس (کسری تامین اندیشان ستد نیشتمان),7848000.0,363300000.0,354700000,خاکستری,1.8,Intel,Corei7,1165G7,12,16,15.6,,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeforceMX330GDDR5,
182,6428004,لنوو,ThinkBook,marketable,امرتات,4076600.0,187000000.0,171000000,خاکستری,1.7,Intel,Corei3,1115G4,6,8,15.6,,بدون درایو نوری,DDR4,حافظه‌های هیبریدی,بدون سیستم عامل,Intel,UHDGraphics,سه سلولی
183,12991452,ایسوس,Vivobook,marketable,بازرگانی مهر کارن,6627200.0,302800000.0,306000000,سرمه ای تیره,1.7,AMD,Ryzen7,5800H,16,16,15.6,IPS level panel,,DDR4,SSD,Microsoft Windows 11,AMD,RadeonGraphics,لیتیوم یونی
184,12528179,ایسوس,TUF,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),18203000.0,835000000.0,840000000,خاکستری,2.6,AMD,Ryzen9,7940HS,16,16,17.3,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4070,
185,11470498,لنوو,Legion,marketable,دیبا کام پردازش سدرا,13189000.0,604900000.0,610000000,سرمه ای,2.4,AMD,Ryzen7,5800H,16,32,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3070,
186,10013336,ایسوس,TUF,marketable,آرتین تجارت آریا تدبیر,9199600.0,422000000.0,0,مشکی,2.3,Intel,Corei5,11400H,12,8,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,NVIDIA,GeforceRTX3050Ti,
187,10002330,ایسوس,ROG,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),13058200.0,599000000.0,0,مشکی,2.1,AMD,Ryzen7,4800H,8,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3050Ti,چهار سلولی
188,10013843,لنوو,ThinkBook,marketable,امرتات,3716900.0,170500000.0,164600000,خاکستری,1.7,Intel,Corei3,1115G4,6,8,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
189,10013886,لنوو,ThinkBook,marketable,امرتات,3716900.0,170500000.0,0,خاکستری,1.7,Intel,Corei3,1115G4,6,12,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
190,13082747,ایسوس,TUF,marketable,اندیشه ماندگار اطلس,8196800.0,375990000.0,375990000,مشکی,2.2,Intel,Corei5,11400H,12,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX2050,لیتیوم-یونی
191,12406045,ایسوس,Vivobook,marketable,آرتین تجارت آریا تدبیر,9810000.0,450000000.0,387000000,نقره ای آبی,1.7,Intel,Corei7,12700H,24,24,15.6,,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,Intel,IrisXe,لیتیوم-یونی
192,10768507,اچ‌ پی,Pavilion,marketable,نوآور همراه,9428500.0,441400000.0,0,نقره ای,1.8,Intel,Corei5,1235U,12,8,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows,Intel,IrisXe,
193,10781788,ایسوس,Vivobook,marketable,آرتین تجارت آریا تدبیر,4752400.0,217500000.0,205900000,نقره ای,1.7,Intel,Corei3,1215U,10,8,15.6,,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,لیتیوم-یونی
194,10781826,ایسوس,Vivobook,marketable,آرتین تجارت آریا تدبیر,5232000.0,239600000.0,0,نقره ای,1.7,Intel,Corei3,1215U,10,8,15.6,,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,لیتیوم-یونی
195,9952031,لنوو,ITL,marketable,ایرانیان رهجو گستر,4251000.0,194900000.0,179990000,مشکی,1.7,Intel,Corei3,1115G4,6,8,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceMX350,
196,10831550,ام اس آی,Katana,marketable,ماتریکس,17320100.0,794500000.0,755382700,مشکی,2.25,Intel,Corei7,13620H,24,16,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4060,
197,10832268,لنوو,Thinkbook,marketable,آرتین تجارت آریا تدبیر,4578000.0,196000000.0,0,خاکستری,1.7,Intel,Corei3,1115G4,6,12,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,,UHDGraphics,لیتیوم-یونی
198,9897359,لنوو,Legion,marketable,توسعه رایانه ایساتیس,18312000.0,840000000.0,789900000,خاکستری,2.49,Intel,Corei7,12700H,24,32,16.0,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3070GDDR6,
199,10308112,لنوو,ThinkPad,marketable,دیبا کام پردازش سدرا,10900000.0,500000000.0,469000000,مشکی,1.64,Intel,Corei7,1255U,12,8,14.0,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceMX550,
200,12297822,ایسوس,TUF,marketable,امرتات,17004000.0,649900000.0,649900000,خاکستری,2.2,AMD,Ryzen7,7735HS,16,32,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4060,
201,12957845,لنوو,LOQ,marketable,دیبا کام پردازش سدرا,13690400.0,624900000.0,644500000,خاکستری,2.4,Intel,Corei7,13620H,24,16,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4060,
202,12957954,لنوو,LOQ,marketable,سدرا,16600700.0,761300000.0,0,خاکستری,2.4,Intel,Corei7,13620H,24,32,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4060,
203,8645699,لنوو,IdeaPad,marketable,آرتین تجارت آریا تدبیر,3858600.0,176600000.0,0,خاکستری,1.7,Intel,Corei3,1115G4,6,8,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,Intel,UHDGraphics,
204,12991452,ایسوس,Vivobook,marketable,بازرگانی مهر کارن,6627200.0,302800000.0,306000000,سرمه ای تیره,1.7,AMD,Ryzen7,5800H,16,16,15.6,IPS level panel,,DDR4,SSD,Microsoft Windows 11,AMD,RadeonGraphics,لیتیوم یونی
205,9391377,اپل,MacBook,marketable,پیکسل,14715000.0,671900000.0,609900000,خاکستری,1.4,Apple,M2,8 Core,8,8,13.3,IPS level panel,بدون درایو نوری,Unified,SSD,Apple Mac OS,Apple,10CoreApple-designedintegratedGPU,لیتیوم پلیمری
206,12857459,ایسوس,Vivobook,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),7946100.0,364500000.0,333900000,نقره ای,1.8,Intel,Corei7,1355U,12,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,IrisXe,
207,12298220,ایسوس,Vivobook,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),6561800.0,300000000.0,301000000,مشکی,1.88,AMD,Ryzen5,7530U,16,16,16.0,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,AMD,RadeonRXVEGA7,
208,9627756,ایسوس,TUF,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),13450600.0,614440000.0,610000000,مشکی,2.0,Intel,Corei7,12650H,24,16,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3070,لیتیوم-یونی
209,12438500,ایسوس,ZenBook,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),22345000.0,1024990000.0,1027990000,مشکی,1.75,Intel,Corei7,12700H,24,16,14.5,OLED,بدون درایو نوری,LPDDR5,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX3050Ti,
210,11510271,ایسوس,TUF,marketable,آرتین تجارت آریا تدبیر,8589200.0,394000000.0,371500000,مشکی,2.2,Intel,Corei5,11400H,12,12,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX2050,لیتیوم-یونی
211,11627650,ایسر,Aspire,marketable,امرتات,4251000.0,176990000.0,0,نقره ای,1.8,Intel,Corei3,1115G4,6,12,15.6,,بدون درایو نوری,DDR4,SSD,DOS,Intel,UHDGraphics,
212,9667018,ایسوس,TUF,marketable,آرتین تجارت آریا تدبیر,14518800.0,699000000.0,670000000,مشکی,2.0,Intel,Corei7,12650H,24,16,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,RTX3070,چهار سلولی
213,9723645,ایسوس,VivoBook,marketable,ونوس سرویس خاورمیانه,6997800.0,321000000.0,316500000,نقره ای,1.8,Intel,Corei7,1165G7,12,8,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceMX330,لیتیوم-یونی
214,12957881,لنوو,LOQ,marketable,آرتین تجارت آریا تدبیر,14845800.0,667500000.0,668200000,خاکستری,2.4,Intel,Corei7,13620H,24,16,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4060,
215,10308112,لنوو,ThinkPad,marketable,دیبا کام پردازش سدرا,10900000.0,500000000.0,469000000,مشکی,1.64,Intel,Corei7,1255U,12,8,14.0,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceMX550,
216,10308234,لنوو,ThinkPad,marketable,الماس رایان ایرانیان,10246000.0,469990000.0,464000000,مشکی,1.7,Intel,Corei7,1255U,12,8,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,,NVIDIA,GeForceMX550,
217,10308665,لنوو,Legion,marketable,دیبا کام پردازش سدرا,12317000.0,564900000.0,555000000,سرمه ای,2.4,AMD,Ryzen7,5800H,16,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3070,
218,9897359,لنوو,Legion,marketable,توسعه رایانه ایساتیس,18312000.0,840000000.0,789900000,خاکستری,2.49,Intel,Corei7,12700H,24,32,16.0,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3070GDDR6,
219,10400196,ایسوس,VivoBook,marketable,کسری سرویس (کسری تامین اندیشان ستد نیشتمان),7848000.0,363300000.0,354700000,خاکستری,1.8,Intel,Corei7,1165G7,12,16,15.6,,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeforceMX330GDDR5,
220,11261461,ایسوس,,marketable,سریر,3575200.0,163900000.0,160900000,نقره ای,1.8,Intel,Corei3,1115G4,6,8,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
221,13001198,ایسوس,Vivobook,marketable,ویستا سرویس,8066000.0,379000000.0,370000000,مشکی,1.88,Intel,Corei5,13500H,18,16,16.0,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
222,5449151,اچ‌ پی,NB,marketable,بازرگانی مهر,5275600.0,242000000.0,0,مشکی,2.0,Intel,Corei3,1005G1,4,4,15.6,,DVD-RW,DDR4,هارددیسک,بدون سیستم عامل,Intel,IntegratedIntelGraphics,سه سلولی
223,13069711,ایسوس,TUF,marketable,آرتین تجارت آریا تدبیر,17004000.0,780000000.0,782800000,مشکی,2.0,Intel,Corei7,12700H/BGA,24,32,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX4070,لیتیوم-یونی
224,12065144,لنوو,,marketable,دیبا کام پردازش سدرا,3967600.0,185900000.0,0,مشکی,1.7,Intel,Corei3,1215U,10,12,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,Intel,UHDGraphics,
225,2563660,مایکروسافت,Surface,marketable,آرمان دیس دژ,9352200.0,399000000.0,399000000,نقره ای,1.288,Intel,Corei5,Quad-core 10th 1035G7,6,8,13.5,PixelSense Display,بدون درایو نوری,DDR4,SSD,Microsoft Windows 10,Intel,IntelIrisPlusGraphics,
226,7202166,ایسوس,,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),11336000.0,520000000.0,550000000,مشکی,1.8,Intel,Corei7,1165G7,12,8,15.6,IPS level panel,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,NVIDIA,NVIDIAGeForceMX330,سه سلولی
227,12868661,ایسوس,Vivobook,marketable,آرتین تجارت آریا تدبیر,4076600.0,199300000.0,191800000,خاکستری,1.8,Intel,Corei3,1115G4,6,20,15.6,TFT LED-backlit LCD,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
228,12624526,لنوو,IdeaPad,marketable,آرتین تجارت آریا تدبیر,9668300.0,459300000.0,443800000,مشکی,2.25,Intel,Corei7,11370H,12,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceGTX1650,
229,12053389,ایسوس,TUF,marketable,آبان دیجی (آبان همراه تجارت),9156000.0,390600000.0,394800000,مشکی,2.2,Intel,Corei5,11400H,12,8,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX3050,
230,12534342,ایسوس,TUF,marketable,امرتات,16786000.0,725990000.0,0,خاکستری,2.2,Intel,Corei7,13700H,24,32,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4060,
231,12502290,لنوو,IdeaPad,marketable,آرتین تجارت آریا تدبیر,4131100.0,189000000.0,0,خاکستری,1.63,Intel,Corei3,1215U,10,12,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
232,7769111,لنوو,IdeaPad,marketable,آبان دیجی (آبان همراه تجارت),7586400.0,339000000.0,348000000,مشکی,2.25,Intel,Corei5,11300H,8,8,15.6,IPS LED-backlit LCD,بدون درایو نوری,DDR4,SSD,Microsoft Windows 10,NVIDIA,GEFORCEGTX1650,سه سلولی
233,13014478,دل,Inspiron,marketable,دلیران,12099000.0,495000000.0,0,نقره ای,1.58,Intel,Corei5,1335U,12,8,14.0,TFT LCD,بدون درایو نوری,DDR5,SSD,Microsoft Windows 11,Intel,IrisXe,
234,12957954,لنوو,LOQ,marketable,سدرا,16600700.0,761300000.0,0,خاکستری,2.4,Intel,Corei7,13620H,24,32,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4060,
235,9436258,ایسوس,ROG,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),16132000.0,674000000.0,710000000,خاکستری,1.9,AMD,Ryzen7,6800HS,16,16,15.6,,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3070Ti,چهار سلولی
236,11261776,اپل,MacBook,marketable,آروند,26378000.0,1184900000.0,1115000000,خاکستری,2.16,Apple,M2Pro,M2 Pro (12 Cores),12,16,16.2,Liquid Retina XDR,بدون درایو نوری,Unified,SSD,Apple Mac OS,Apple,M2Pro,
237,11274885,ایسوس,ROG,marketable,رایانه پایتخت ویرا,16818700.0,771004900.0,770000000,خاکستری,2.5,Intel,Corei7,13650HX,24,16,16.0,IPS level panel,بدون درایو نوری,DDR5,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX4060,
238,12958013,لنوو,LOQ,marketable,سریر,15369000.0,704900000.0,705500000,خاکستری,2.4,Intel,Corei7,13620H,24,64,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4060,
239,8645699,لنوو,IdeaPad,marketable,آرتین تجارت آریا تدبیر,3858600.0,176600000.0,0,خاکستری,1.7,Intel,Corei3,1115G4,6,8,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,Intel,UHDGraphics,
240,12501889,لنوو,IdeaPad,marketable,آرتین تجارت آریا تدبیر,4327300.0,198500000.0,0,خاکستری,1.63,Intel,Corei3,1215U,10,4,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
241,12501914,لنوو,IdeaPad,marketable,آرتین تجارت آریا تدبیر,4425400.0,203000000.0,0,خاکستری,1.63,Intel,Corei3,1215U,10,4,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
242,12857020,ایسوس,TUF,marketable,امرتات,15914000.0,697990000.0,0,خاکستری,2.6,Intel,Corei7,13700H,24,16,17.3,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX4050,لیتیوم-یونی
243,12984506,ایسوس,Vivobook,marketable,تراشه افزار تات,4142000.0,172900000.0,0,مشکی,1.63,AMD,Ryzen3,7320U,4,4,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,AMD,RadeonGraphics,
244,13027894,اچ‌ پی,NIA,marketable,آرتین تجارت آریا تدبیر,3597000.0,165000000.0,0,مشکی,1.7,Intel,Celeron,N4120,4,4,15.0,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics600,لیتیوم یونی
245,13080307,ایسوس,Vivobook,marketable,ویستا سرویس,3531600.0,162000000.0,0,سرمه ای تیره,1.57,Intel,Celeron,N4020,4,4,15.6,TN,بدون درایو نوری,DDR4,SSD,Microsoft Windows 10,Intel,UHDGraphics600,
246,13118965,ایسوس,ExpertBook,marketable,ویستا سرویس,6867000.0,296044000.0,0,سرمه ای تیره,1.69,Intel,Corei5,1235U,12,12,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
247,13080215,ایسوس,Vivobook,marketable,ویستا سرویس,3771400.0,166080000.0,0,سرمه ای تیره,1.57,Intel,Celeron,N4020,4,4,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,Microsoft Windows 10,Intel,UHDGraphics600,
248,11195352,ایسوس,Vivobook,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),4338200.0,199000000.0,176900000,خاکستری,1.7,Intel,Corei3,1215U,10,8,15.6,TFT LCD,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
249,11197163,لنوو,IdeaPad,marketable,سازگار,7521000.0,344900000.0,304000000,خاکستری,1.65,Intel,Corei7,1165G7,12,20,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,NVIDIA,GeForceMX450,
250,11274807,ایسر,Aspire,marketable,بازرگانی مهر کارن,5777000.0,265000000.0,260000000,ذغالی,1.9,AMD,Ryzen5,3500U,4,12,15.6,,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,AMD,RadeonVEGA8,لیتیوم پلیمری
251,11301471,دل,Vostro,marketable,لپ تک,4556200.0,209000000.0,199000000,مشکی,1.8,AMD,Ryzen3,3250U,4,8,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,Linux,AMD,RadeonGraphics,لیتیوم پلیمری
252,11302333,دل,RTX,marketable,لپ تک,11532200.0,529000000.0,499000000,مشکی,2.82,Intel,Corei5,11400H,12,16,15.6,,بدون درایو نوری,DDR4,SSD,Linux,NVIDIA,GeForceRTX3050,لیتیوم پلیمری
253,11461189,ایسوس,VivoBook,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),11030800.0,506000000.0,466200000,مشکی,1.5,Intel,Corei7,1165G7,12,16,14.0,IPS level panel,,LPDDR4X,SSD,,Intel,IrisXeMAX,لیتیوم-یونی
254,12935572,اچ‌ پی,NIA,marketable,آرتین تجارت آریا تدبیر,4360000.0,200000000.0,148000000,مشکی,1.7,Intel,Celeron,N4120,4,8,15.0,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics600,لیتیوم یونی
255,5449151,اچ‌ پی,NB,marketable,بازرگانی مهر,5275600.0,242000000.0,0,مشکی,2.0,Intel,Corei3,1005G1,4,4,15.6,,DVD-RW,DDR4,هارددیسک,بدون سیستم عامل,Intel,IntegratedIntelGraphics,سه سلولی
256,12638730,ایسوس,TUF,marketable,آرتین تجارت آریا تدبیر,10246000.0,470000000.0,410000000,مشکی,2.6,,Corei5,11400H,12,24,17.3,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,NVIDIA,GeForceRTX2050,
257,2563660,مایکروسافت,Surface,marketable,آرمان دیس دژ,9352200.0,399000000.0,399000000,نقره ای,1.288,Intel,Corei5,Quad-core 10th 1035G7,6,8,13.5,PixelSense Display,بدون درایو نوری,DDR4,SSD,Microsoft Windows 10,Intel,IntelIrisPlusGraphics,
258,13001198,ایسوس,Vivobook,marketable,ویستا سرویس,8066000.0,379000000.0,370000000,مشکی,1.88,Intel,Corei5,13500H,18,16,16.0,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,Intel,UHDGraphics,
259,12065144,لنوو,,marketable,دیبا کام پردازش سدرا,3967600.0,185900000.0,0,مشکی,1.7,Intel,Corei3,1215U,10,12,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,Intel,UHDGraphics,
260,9219354,اپل,MacBook,marketable,آروند,16350000.0,749000000.0,719500000,خاکستری,1.4,Apple,M2,8‑core CPU,12,8,13.3,Liquid Retina XDR,بدون درایو نوری,Unified,SSD,Apple Mac OS,Apple,10‑coreGPU,لیتیوم پلیمری
261,12536029,ایسوس,Vivobook,marketable,بازرگانی مهر کارن,6082200.0,279288600.0,265000000,سرمه ای,1.7,AMD,Ryzen5,5600H,16,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,AMD,RadeonGraphics,
262,12529746,اپل,MacBook,marketable,آروند,16524400.0,758400000.0,737900000,خاکستری,1.51,Apple,M2,M2 8-Cores,20,8,15.3,IPS level panel,بدون درایو نوری,Unified,SSD,Apple Mac OS,Apple,Integrated10Cores,لیتیوم پلیمری
263,10792569,ایسر,Nitro,marketable,سازگار,10791000.0,495000000.0,489000000,مشکی,2.3,AMD,Ryzen5,5600H,16,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3050,
264,12406071,ایسوس,Vivobook,marketable,آرتین تجارت آریا تدبیر,10442200.0,459840000.0,399500000,نقره ای آبی,1.7,Intel,Corei7,12700H,24,24,15.6,,بدون درایو نوری,DDR4,SSD,Microsoft Windows 11,Intel,IrisXe,لیتیوم-یونی
265,10768556,اچ‌ پی,Pavilion,marketable,نوآور همراه,12273400.0,562600000.0,0,نقره ای,1.8,Intel,Corei7,1255U,12,16,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows,Intel,IrisXe,
266,10770995,اچ‌ پی,Pavilion,marketable,نوآور همراه,12469600.0,583900000.0,0,نقره ای,1.8,Intel,Corei7,1255U,12,32,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,Microsoft Windows,Intel,IrisXe,
267,7778062,ایسوس,ROG,marketable,یکپارچه (سازگار، حامی(ویستا) و آواژنگ),13428800.0,616000000.0,0,مشکی,2.1,AMD,Ryzen7,4800H,8,24,15.6,IPS level panel,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3050TI,چهار سلولی
268,10640061,مایکروسافت,Surface,marketable,امرتات,17440000.0,765000000.0,725000000,مشکی,1.545,Intel,Corei7,1255U,12,16,15.0,PixelSense Display,بدون درایو نوری,LPDDR5X,SSD,Microsoft Windows 11,Intel,IntelIrisXe,
269,10640186,مایکروسافت,Surface,marketable,آروند,16306400.0,748000000.0,719000000,مشکی,1.297,Intel,Corei7,1255U,12,16,13.5,PixelSense Display,بدون درایو نوری,LPDDR5X,SSD,Microsoft Windows 11,Intel,IrisXe,
270,10660913,ایسوس,Vivobook,marketable,ویستا سرویس,7935200.0,363900000.0,0,نقره ای,1.8,Intel,Corei7,1065G7,8,12,15.6,TFT LCD,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,NVIDIA,GeForceMX330,
271,10636712,ام اس آی,Crosshair,marketable,ماتریس,16764200.0,768850000.0,803850000,مشکی,2.3,Intel,Corei7,12700H,24,16,15.6,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3060,
272,10659701,ایسوس,VivoBook,marketable,اندیشه ماندگار اطلس,7172200.0,329000000.0,313800000,نقره ای,1.8,Intel,Corei7,1165G7,12,16,15.6,TFT LCD,بدون درایو نوری,DDR4,SSD,DOS,NVIDIA,GeForceMX330,
273,10832225,لنوو,Thinkbook,marketable,سریر,3706000.0,169900000.0,167900000,خاکستری,1.7,Intel,Corei3,1115G4,6,8,15.6,TN,بدون درایو نوری,DDR4,SSD,بدون سیستم عامل,,UHDGraphics,لیتیوم-یونی
274,10832245,لنوو,Thinkbook,marketable,آرتین تجارت آریا تدبیر,4796000.0,219600000.0,196000000,خاکستری,1.7,Intel,Corei3,1115G4,6,12,15.6,TN,بدون درایو نوری,DDR4,هیبریدی,بدون سیستم عامل,,UHDGraphics,لیتیوم-یونی
275,8870602,اپل,Macbook,marketable,پیکسل,14344400.0,679900000.0,629900000,نقره ای,1.4,Apple,M2,8 Core,6,8,13.3,IPS level panel,بدون درایو نوری,DDR4,SSD,Apple Mac OS,Apple,10Core,لیتیوم پلیمری
276,11790387,ایسوس,TUF,marketable,امرتات,16786000.0,717000000.0,680990000,خاکستری,2.6,AMD,Ryzen7,6800H,16,32,17.3,IPS level panel,بدون درایو نوری,DDR5,SSD,بدون سیستم عامل,NVIDIA,GeForceRTX3070Ti,
