,manufacturer,Device Type,org_price,Weight,Processor Manufacturer,Processor Series,Processor Model,Processor Cache Memory,RAM Memory,Screen Size,Screen Type,RAM Type,Internal Memory Type,Operating System,Graphics Card Manufacturer,Graphics Card Model,Battery Cell Count,store
6327,hp,pavilion-gaming-15-ec1009-d,,2.2,INTEL,Core i3,I3-1115G4,6.0,8.0,15.6,HD,DDR4,SSD,Dos,Intel,HD 620,,meghdad
6328,hp,zbook-15-g5-mobile-workstation-b3,,2.2,INTEL,Core i3,I3-1115G4,6.0,4.0,15.6,HD,DDR4,SSD,Dos,Intel,HD 620,,meghdad
6329,hp,zbook-15-g5-mobile-workstation-b3,,2.04,INTEL,Core i5,1135G7,8.0,8.0,15.6,HD,DDR4,SSD,Dos,Nvidia,GeForce  MX 350,3.0,meghdad
6330,hp,dw3024nia,,2.3,INTEL,Core i5,10300H,8.0,16.0,16.0,IPS LED-backlit LCD,DDR4,SSD,,Nvidia,GeForce GTX 1660 Ti GDDR6,,meghdad
6331,hp,dw3024nia,,2.3,INTEL,Core i5,10300H,8.0,8.0,16.0,IPS LED-backlit LCD,DDR4,SSD,,Nvidia,GeForce GTX 1660 Ti GDDR6,,meghdad
6332,hp,dw3021nia,,2.58,INTEL,Core i7,1065 G7,8.0,16.0,15.6,,DDR4,HDD,,Nvidia,MX-330,3.0,meghdad
6333,hp,pavilion-16-a0032dx,,2.0,AMD,Ryzen 5,3500U,,8.0,15.6,,DDR4,HDD,,AMD,,,meghdad
6334,hp,pavilion-16-a0032dx,,2.3,INTEL,Core i7,10750H,12.0,16.0,15.6,WLED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,GeForce RTX  2060 GDDR6,6.0,meghdad
6335,hp,15-dw2100ne,,2.3,INTEL,Core i7,10750H,12.0,32.0,15.6,IPS LED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,GeForce RTX 2070 with Super Max-Q Design GDDR6,6.0,meghdad
6336,hp,255-g8,,2.3,INTEL,Core i7,10750H,12.0,32.0,15.6,WLED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,GeForce RTX  2060 GDDR6,6.0,meghdad
6337,hp,omen-15t-ek000-6a,,1.3,INTEL,Core i7,1165G7,12.0,8.0,13.3,WLED Backlit,DDR4,SSD,Windows 10,Intel,Intel  Iris  Xe Graphics,,meghdad
6338,hp,omen-15t-ek000-8b,,2.75,AMD,Ryzen 7,4800H,8.0,8.0,15.6,IPS LCD,DDR4,SSDHDD,,Nvidia,Geforce GTX1650Ti GDDR6,,meghdad
6339,hp,omen-15t-ek000-6b,,2.75,AMD,Ryzen 7,4800H,8.0,16.0,15.6,IPS LCD,DDR4,SSDHDD,,Nvidia,Geforce GTX1650Ti GDDR6,,meghdad
6340,hp,spectre-x360-13t-aw200-a,,2.4,INTEL,Core i7,10750H,12.0,16.0,15.6,WLED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,GeForce RTX2060 GDDR6,6.0,meghdad
6341,hp,pavilion-gaming-ec-1007ne,,2.3,INTEL,Core i7,10750H,12.0,32.0,15.6,WLED Backlit,DDR4,SSD,Windows 10,Nvidia,GeForce RTX  2060 GDDR6,,meghdad
6342,hp,pavilion-gaming-ec-1007ne,,2.04,INTEL,Core i5,10210U,6.0,8.0,15.6,WLED Backlit,DDR4,HDD,Dos,Nvidia,GeForce  MX130,3.0,meghdad
6343,hp,omen-15-dh1050-a,,2.3,INTEL,Core i7,10750H,12.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,GeForce RTX 2070 with Super Max-Q Design GDDR6,6.0,meghdad
6344,hp,omen-15t-ek000-b6,,2.04,INTEL,Core i5,10210U,6.0,8.0,15.6,WLED Backlit,DDR4,SSDHDD,Dos,Nvidia,GeForce  MX130,3.0,meghdad
6345,hp,da2190nia,,2.4,INTEL,Core i7,8850H,9.0,32.0,15.6,,DDR4,SSD,Windows 10,Nvidia,Quadro P2000 GDDR5 ,4.0,meghdad
6346,hp,omen-15t-ek000-b6,,2.04,INTEL,Core i5,10210U,6.0,8.0,15.6,WLED Backlit,DDR4,HDD,,Nvidia,GeForce  MX130,3.0,meghdad
6347,hp,da2190nia,,2.04,INTEL,Core i5,10210U,6.0,8.0,15.6,WLED Backlit,DDR4,SSDHDD,Dos,Nvidia,GeForce  MX130,3.0,meghdad
6348,hp,zbook-15-g5-mobile-workstation-a3,,2.4,INTEL,Core i7,10750H,12.0,16.0,15.6,WLED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,GeForce RTX2060 GDDR6,6.0,meghdad
6349,hp,da2189nia,,2.4,INTEL,Core i7,10750H,12.0,32.0,15.6,WLED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,GeForce RTX2060 GDDR6,6.0,meghdad
6350,hp,da2190nia,,1.7,INTEL,Core i5,1135G7,8.0,4.0,15.6,,DDR4,SSD,,Nvidia,Geforce MX350,3.0,meghdad
6351,hp,omen-15-dh1050-b,,2.4,INTEL,Core i7,10750H,12.0,32.0,15.6,,DDR4,SSDHDD,Windows 10,Nvidia,GeForce GTX 1660ti GDDR6,4.0,meghdad
6352,hp,omen-15-dh1050-c,,2.04,AMD,Ryzen 3,3200U,4.0,12.0,15.6,,DDR4,SSDHDD,,AMD,Radeon Vega 3,3.0,meghdad
6353,hp,dw3046ne,,1.3,AMD,Ryzen 3,,4.0,8.0,13.3,WLED Backlit,DDR4,SSD,,AMD,,3.0,meghdad
6354,hp,omen-15-dh1070-b,,2.0,AMD,Ryzen 3,3200U,,8.0,15.6,,DDR4,HDD,,AMD, Radeon  Vega3,3.0,meghdad
6355,hp,db1069au,,2.0,AMD,Ryzen 3,3200U,,12.0,15.6,,DDR4,HDD,,AMD, Radeon  Vega3,3.0,meghdad
6356,hp,envy-x360-13z-ay000,,1.3,INTEL,Core i7,1165G7,12.0,8.0,13.3,WLED Backlit,DDR4,SSD,,Intel,Iris X Graphics,3.0,meghdad
6357,hp,g7-255,,2.04,INTEL,Core i5,1135G7,8.0,4.0,15.6,HD,DDR4,SSD,Dos,Nvidia,GeForce  MX 350,3.0,meghdad
6358,hp,g7-255,,2.04,INTEL,Core i5,1135G7,8.0,8.0,15.6,HD,DDR4,SSD,Dos,Nvidia,GeForce  MX 350,3.0,meghdad
6359,hp,envy-x360-13m-bd0023-a,,1.76,INTEL,Pentium,Pentium-N5030,4.0,8.0,15.6,,DDR4,HDD,Dos,Intel,Intel  UHD Graphics 605,,meghdad
6360,hp,dw3021nia,,1.76,INTEL,Pentium,Pentium-N5030,4.0,4.0,15.6,,DDR4,HDD,Dos,Intel,Intel  UHD Graphics 605,,meghdad
6361,hp,dw3021nia,,2.2,INTEL,Core i7,10750H,12.0,32.0,15.6,WLED Backlit,DDR4,SSDHDD,,Nvidia,GeForce GTX 1660 Ti with Max-Q design GDDR6,3.0,meghdad
6362,hp,250-g7-pentium-n5030-8gb-1tb-intel,,1.9,INTEL,Core i7,10510U,8.0,16.0,15.6,WLED Backlit,DDR4,SSD,,Nvidia,Geforce MX330 GDDR5,,meghdad
6363,hp,250-g7-pentium-n5030-4gb-1tb-intel,,3.3,INTEL,Core i7,10750H,12.0,16.0,17.3,WLED Backlit,DDR4,SSDHDD,Windows 10,Nvidia,GeForce RTX 2060 GDDR6,4.0,meghdad
6364,hp,pavilion-gaming-15-dk1035-d,,3.3,INTEL,Core i7,10750H,12.0,32.0,17.3,WLED Backlit,DDR4,SSDHDD,Windows 10,Nvidia,GeForce RTX 2060 GDDR6,4.0,meghdad
6365,hp,envy-x360-15-ed0047-a,,2.4,INTEL,Core i7,10750H,12.0,32.0,15.6,WLED Backlit,DDR4,SSDHDD,,Nvidia,GeForce GTX 1660ti GDDR6,4.0,meghdad
6366,hp,omen-17-cb1097-a,,2.4,INTEL,Core i7,10750H,12.0,32.0,15.6,WLED Backlit,DDR4,SSDHDD,,Nvidia,GeForce GTX 1660ti GDDR6,4.0,meghdad
6367,hp,omen-17-cb1097-b,,2.4,INTEL,Core i7,10750H,12.0,16.0,15.6,WLED Backlit,DDR4,SSDHDD,Windows 10,Nvidia,GeForce GTX 1660ti GDDR6,4.0,meghdad
6368,hp,omen-15-dh1070-d,,2.4,INTEL,Core i7,10750H,12.0,16.0,15.6,WLED Backlit,DDR4,SSDHDD,,Nvidia,GeForce GTX 1660ti GDDR6,4.0,meghdad
6369,hp,omen-15-dh1070-x,,3.3,INTEL,Core i7,10750H,12.0,32.0,17.3,WLED Backlit,DDR4,SSDHDD,Windows 10,Nvidia,GeForce RTX 2060 GDDR6,4.0,meghdad
6370,hp,omen-15-dh1070-a,,2.0,AMD,Ryzen 5,2500U,4.0,8.0,15.6,IPS LED-backlit LCD,DDR4,HDD,,AMD,AMD VEGA 8,3.0,meghdad
6371,hp,omen-15-dh1070-c,,2.1,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,530 GDDR3,4.0,meghdad
6372,hp,omen-17-cb1097-c,,2.1,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,530 GDDR3,4.0,meghdad
6373,hp,255-g7-a,,3.78,INTEL,Core i7,7700HQ,6.0,12.0,17.3,IPS LED-backlit LCD,DDR4,SSDSATA,,Nvidia,GTX 1050Ti GDDR5,8.0,meghdad
6374,hp,15-bs173nia,,2.1,INTEL,Core i5,8250U,6.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,520,4.0,meghdad
6375,hp,15-bs174nia,,2.62,INTEL,Core i7,8750H,,32.0,17.3,IPS LED-backlit LCD,DDR4,SSDSATA,,Nvidia,GTX 1050Ti GDDR5,4.0,meghdad
6376,hp,omen-17-an004ne,,2.1,INTEL,Pentium,Pentium-N3710,2.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,520,4.0,meghdad
6377,hp,15-bs109ne,,2.13,AMD,,A6-7310,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R4,3.0,meghdad
6378,hp,omen-17-an100-c-17,,2.04,AMD,,A6-7310,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M430,4.0,meghdad
6379,hp,15-bs019ne-n3710-4gb-1tb-2gb,,2.04,INTEL,Core i5,7200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,,AMD,R5 M430,4.0,meghdad
6380,hp,15-ba009dx-a6-7310-4gb-500gb-1gb,,1.94,INTEL,Core i5,7200U,3.0,8.0,14.0,IPS LCD,DDR4,SATA,,AMD,R5 M430,4.0,meghdad
6381,hp,15-ba088nia-a6-7310-4gb-1tb-2gb,,2.04,AMD,,E2-7110,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R2,4.0,meghdad
6382,hp,15-ay182nia,,2.04,AMD,,E1-7010,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R2,4.0,meghdad
6383,hp,am197nia,,2.14,AMD,,A9-9410,1.0,8.0,15.6,HD SVA BrightView WLED-backlit,DDR4,SATA,Dos,AMD,R5,3.0,meghdad
6384,hp,15-ba089nia-e2-7110-4gb-500gb-512mb,,2.0,INTEL,Core i7,7500U,4.0,16.0,15.6,TFT LED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,GTX 940MX GDDR5,6.0,meghdad
6385,hp,15-ba087nia-e1-7010-4gb-500gb-512mb,,2.85,INTEL,Core i7,6700HQ,6.0,16.0,17.0,IPS LCD,DDR4,SSDSATA,,Nvidia,GTX 1060 DDR5,6.0,meghdad
6386,hp,15-ba154nr-a9-9410-8gb-1tb-512mb,,2.85,INTEL,Core i7,7700HQ,6.0,16.0,17.0,IPS LCD,DDR4,SSD,,Nvidia,GTX 1070 DDR5,6.0,meghdad
6387,hp,spectre-x360-15t-bl000b,,1.87,AMD,,A8-7410,2.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5,3.0,meghdad
6388,hp,omen-17t-w000,,2.62,AMD,,A10-5745M,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,HD 8610G,4.0,meghdad
6389,hp,omen-17t-w273,,2.0,INTEL,Core i5,6200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,Nvidia,940MX,2.0,meghdad
6390,hp,15-af152nr-a8-7410-8gb-1tb-amd-touch,,2.19,INTEL,Core i5,6200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R5 M430,4.0,meghdad
6391,hp,pavilion-15-p051us-a10-5745m-8gb-750gb-amd-touch,,2.2,AMD,,A10-8700P,2.0,8.0,15.6,HD SVA BrightView WLED-backlit,DDR3,SATA,Dos,AMD,R6,4.0,meghdad
6392,hp,15-au003tx,,2.3,INTEL,Core i7,6700HQ,6.0,8.0,15.6,IPS LCD,DDR4,SSDSATA,Windows 10,Nvidia,GTX 960M GDDR5,3.0,meghdad
6393,hp,15-ay008tx,,2.3,INTEL,Core i7,6700HQ,6.0,16.0,15.6,IPS LCD,DDR4,SSDSATA,Windows 10,Nvidia,GTX 960M GDDR5,3.0,meghdad
6394,hp,15-ab161nr-a10-8700p-8gb-1tb-amd,,2.3,INTEL,Core i7,6700HQ,6.0,16.0,15.6,IPS LCD,DDR4,SSD,Windows 10,Nvidia,GTX 960M GDDR5,3.0,meghdad
6395,hp,pavilion-15t-bc009-gaming,,2.3,INTEL,Core i7,6700HQ,6.0,16.0,15.6,IPS LCD,DDR3,SSDSATA,Windows 10,Nvidia,GTX 950M,4.0,meghdad
6396,hp,pavilion-15t-bc009-gaming,,2.3,INTEL,Core i7,6700HQ,6.0,8.0,15.6,IPS LCD,DDR3,SSD,Windows 10,Nvidia,GTX 950M,4.0,meghdad
6397,hp,pavilion-15t-bc009-gaming,,2.3,INTEL,Core i7,6700HQ,6.0,8.0,15.6,IPS LCD,DDR3,SSDSATA,Windows 10,Nvidia,GTX 950M,4.0,meghdad
6398,hp,pavilion-gaming-15t-ak049,,2.5,INTEL,Core i7,6700HQ,6.0,16.0,17.0,IPS LCD,DDR4,SSDSATA,Windows 10,Nvidia,GTX 960M GDDR5,6.0,meghdad
6399,hp,pavilion-gaming-15t-ak049,,2.5,INTEL,Core i7,6700HQ,6.0,16.0,17.0,IPS LCD,DDR4,SSD,Windows 10,Nvidia,GTX 960M GDDR5,6.0,meghdad
6400,hp,pavilion-gaming-15t-ak049,,2.5,INTEL,Core i7,7700HQ,6.0,16.0,17.0,IPS LCD,DDR4,SSDSATA,Windows 10,Nvidia,GTX 1050 DDR5,6.0,meghdad
6401,hp,pavilion-17t-ab000-gaming,,2.5,INTEL,Core i7,7700HQ,6.0,16.0,17.0,IPS LCD,DDR4,SSD,Windows 10,Nvidia,GTX 1050 DDR5,6.0,meghdad
6402,hp,pavilion-17t-ab000-gaming,,2.04,INTEL,Core i7,7500U,4.0,12.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R7 M440,4.0,meghdad
6403,hp,pavilion-17t-ab200-gaming,,2.2,INTEL,Core i7,7700HQ,6.0,8.0,15.6,IPS LCD,DDR4,SSDSATA,Windows 10,Nvidia,GTX 1050,4.0,meghdad
6404,hp,pavilion-17t-ab200-gaming,,1.66,INTEL,Core i3,7100U,3.0,4.0,13.0,IPS LCD,DDR4,SATA,,Intel,HD Graphics 620,3.0,meghdad
6405,hp,15-ay111nx,,1.32,INTEL,Core i7,7500U,4.0,8.0,13.3,IPS LCD,DDR3,SSD,Windows 10,Intel,HD Graphics 620,3.0,meghdad
6406,hp,pavilion-15t-bc200,,1.32,INTEL,Core i7,7500U,4.0,8.0,13.3,IPS LCD,DDR3,SSD,Windows 10,Intel,HD Graphics 620,3.0,meghdad
6407,hp,pavilion-13t-u100s-x360,,2.23,INTEL,Core i7,6700HQ,6.0,16.0,15.6,TFT LED-backlit LCD,DDR4,SSDSATA,,AMD,Fire Pro,4.0,meghdad
6408,hp,spectre-x360-13t-ac000s,,2.04,AMD,,A10-9600P,2.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,,AMD,R7 M440,2.0,meghdad
6409,hp,spectre-x360-13t-ac000s,,2.85,INTEL,Core i7,6700HQ,6.0,16.0,17.0,IPS LCD,DDR4,SSDSATA,Windows 10,Nvidia,GTX 1060M,6.0,meghdad
6410,hp,precision-15-3510,,1.7,INTEL,Core i7,6600U,4.0,8.0,14.0,TFT LED-backlit LCD,DDR4,SSD,,Intel,HD Graphics 520,3.0,meghdad
6411,hp,pavilion-15-aw001nq-a10-9600p-8gb-1tb-4gb,,1.7,INTEL,Core i7,6600U,4.0,16.0,14.0,TFT LED-backlit LCD,DDR4,SSD,,Intel,HD Graphics 520,3.0,meghdad
6412,hp,omen-17t-w000-a,,2.0,INTEL,Core i7,6700HQ,6.0,32.0,15.6,IPS LCD,DDR4,SSD,Windows 10,Nvidia,Quadro M1000M DDR5,4.0,meghdad
6413,hp,elitebook-840-g3,,2.0,INTEL,Core i7,6700HQ,6.0,16.0,15.6,IPS LCD,DDR4,SSD,Windows 10,Nvidia,Quadro M1000M DDR5,4.0,meghdad
6414,hp,elitebook-840-g3,,2.0,INTEL,Core i7,6700HQ,6.0,8.0,15.6,IPS LCD,DDR4,SSD,Windows 10,Nvidia,Quadro M1000M DDR5,4.0,meghdad
6415,hp,zbook-studio-g3-workstation,,2.78,INTEL,Core i7,4810MQ,6.0,16.0,15.6,IPS LCD,DDR3,SSDSATA,Windows 8,Nvidia,Quadro K2100M GDDR5,8.0,meghdad
6416,hp,zbook-studio-g3-workstation,,2.19,INTEL,Core i5,6200U,3.0,8.0,15.6,LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
6417,hp,zbook-studio-g3-workstation,,2.29,INTEL,Core i5,6200U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 940M,4.0,meghdad
6418,hp,zbook-15,,2.19,INTEL,Core i7,6500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
6419,hp,pavilion-15-ac138nia,,2.14,AMD,,A6-5200,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R4,3.0,meghdad
6420,hp,pavilion-15-ab248ne,,2.2,AMD,,E2-7110,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,ATI Radeon HD,4.0,meghdad
6421,hp,ac170ne,,1.11,INTEL,Core i5,7200U,3.0,8.0,13.3,IPS LCD,DDR3,SSD,Windows 10,Intel,HD Graphics 620,4.0,meghdad
6422,hp,15-af131dx-a6-5200-4gb-500gb-1gb,,2.04,INTEL,Core i5,6200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,,AMD,R5 M430,4.0,meghdad
6423,hp,probook-255-g3-e2-7110-4gb-1tb-512mb,,1.94,INTEL,Core i3,5005U,3.0,6.0,14.0,TFT LED-backlit LCD,DDR3,SATA,,AMD,R5 M430,4.0,meghdad
6424,hp,spectre-13t-v100,,2.27,INTEL,Core i5,4210U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 8,Nvidia,840M,4.0,meghdad
6425,hp,ay080nia,,2.27,INTEL,Core i7,4510U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 8,Nvidia,840M,4.0,meghdad
6426,hp,am099nia,,2.27,INTEL,Core i7,4510U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 8,Nvidia,840M,4.0,meghdad
6427,hp,pavilion-15-p051ne,,2.27,INTEL,Core i7,4510U,3.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Windows 8,Nvidia,840M,4.0,meghdad
6428,hp,pavilion-15-p052ne,,2.1,AMD,,E2-9000e,1.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R2 Graphics,4.0,meghdad
6429,hp,pavilion-15-p053ne,,2.1,AMD,,A6-9220,1.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,520Graphics,4.0,meghdad
6430,hp,pavilion-15-p058ne,,2.1,AMD,,E2-9000e,1.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R2 Graphics,4.0,meghdad
6431,hp,15-bw084nia-e2-9000e-4gb-1tb-amd,,2.1,INTEL,Core i5,7200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,,AMD,520,4.0,meghdad
6432,hp,15-bw094nia-a6-9220-4gb-1tb-2gb,,2.2,INTEL,Core i7,7700HQ,6.0,16.0,15.6,TFT LED-backlit IPS LCD,DDR4,SSDHDD,Dos,Nvidia,GTX 1050 GDDR5,4.0,meghdad
6433,hp,15-bw088nia-e2-9000e-4gb-1tb-amd,,1.7,INTEL,Core i5,6200U,3.0,4.0,14.0,TFT LED-backlit LCD,DDR4,SSD,,Intel,HD Graphics 520,3.0,meghdad
6434,hp,15-bs086nia,,1.9,INTEL,Core i3,6006U,3.0,8.0,14.0,LED Backlit IPS,DDR4,SATA,,AMD,HD Graphics 520,4.0,meghdad
6435,hp,pavilion-power-15-cb099nia,,2.1,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,Nvidia,940MX,3.0,meghdad
6436,hp,elitebook-840-g3,,2.1,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,Nvidia,940MX,3.0,meghdad
6437,hp,14-bs093nia,,1.86,INTEL,Core i3,6006U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R5 M430 DDR3,3.0,meghdad
6438,hp,pavilion-15-cc196nia,,2.1,INTEL,Core i3,6006U,3.0,4.0,15.6,LED Backlit,DDR4,SATA,,AMD,520,4.0,meghdad
6439,hp,pavilion-15-cc197nia,,2.1,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,530,4.0,meghdad
6440,hp,250-g6,,2.1,INTEL,Core i3,6006U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,,AMD,520,4.0,meghdad
6441,hp,15-bs068nia,,2.1,INTEL,Core i7,8550U,8.0,12.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,530GDDR3,4.0,meghdad
6442,hp,15-bs183nia,,1.86,INTEL,Core i5,8265U,6.0,4.0,15.6,WLED Backlit,DDR4,HDD,Dos,Nvidia,MX110 GDDR5,3.0,meghdad
6443,hp,15-bs004ne,,1.86,INTEL,Core i7,8565U,8.0,8.0,15.6,WLED Backlit,DDR4,HDD,Dos,Nvidia,MX130,3.0,meghdad
6444,hp,15-bs193nia,,1.86,INTEL,Core i5,8265U,6.0,8.0,15.6,WLED Backlit,DDR4,SSDHDD,Dos,Nvidia,MX110 GDDR5,3.0,meghdad
6445,hp,da1030-a,,2.0,INTEL,Core i5,8265U,6.0,8.0,15.6,IPS LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
6446,hp,da1000ne,,1.7,INTEL,Core i5,6200U,3.0,16.0,14.0,TFT LED-backlit LCD,DDR4,SSD,,Intel,HD Graphics 520,3.0,meghdad
6447,hp,da1030-d,,1.7,INTEL,Core i5,6200U,3.0,8.0,14.0,TFT LED-backlit LCD,DDR4,SSD,,Intel,HD Graphics 520,3.0,meghdad
6448,hp,probook-450-g6-a,,1.4,INTEL,Core i7,5600U,4.0,8.0,11.6,ultra slim LED-backlit,DDR3,SSD,,Intel,HD Graphics 5500,4.0,meghdad
6449,hp,elitebook-840-g3,,2.2,INTEL,Core i7,6700HQ,6.0,16.0,15.6,IPS LCD,DDR4,SSDSATA,,Nvidia,GTX 1050 GDDR5,3.0,meghdad
6450,hp,elitebook-840-g3,,2.1,INTEL,Core i5,7200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,530 GDRR3,4.0,meghdad
6451,hp,elitebook-revolve-810,,2.1,INTEL,Core i7,7500U,4.0,12.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,530 GDRR3,4.0,meghdad
6452,hp,omen-15t-ax000,,2.1,INTEL,Core i7,7500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,,AMD,530,4.0,meghdad
6453,hp,15-bs026ne,,3.78,INTEL,Core i7,8750H,9.0,32.0,17.3,IPS LED-backlit LCD,DDR4,SSDHDD,,Nvidia,GeForce GTX 1050Ti GDDR5,8.0,meghdad
6454,hp,15-bs029ne,,3.78,INTEL,Core i7,8750H,9.0,16.0,17.3,IPS LED-backlit LCD,DDR4,SSDHDD,,Nvidia,GeForce GTX 1050Ti GDDR5,8.0,meghdad
6455,hp,15-bs038ne,,1.9,INTEL,Core i7,8750H,9.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSD,Windows 10 Pro,Nvidia,Quadro P1000 GDDR5,6.0,meghdad
6456,hp,omen-17-an100-d,,1.9,INTEL,Core i7,8750H,9.0,32.0,15.6,IPS LED-backlit LCD,DDR4,SSD,Windows 10 Pro,Nvidia,Quadro P1000 GDDR5,6.0,meghdad
6457,hp,omen-17-an100-b,,1.9,INTEL,Core i7,8750H,9.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSD,Windows 10 Pro,Nvidia,Quadro P1000 GDDR5,6.0,meghdad
6458,hp,zbook-15-studio-g5-mobile-workstation-a,,1.9,INTEL,Core i7,8750H,9.0,32.0,15.6,IPS LED-backlit LCD,DDR4,SSD,Windows 10 Pro,Nvidia,Quadro P1000 GDDR5,6.0,meghdad
6459,hp,zbook-15-studio-g5-mobile-workstation-b,,2.0,INTEL,Core i7,8565U,8.0,8.0,15.6,IPS LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
6460,hp,zbook-15-studio-g5-mobile-workstation-c,,2.0,INTEL,Core i7,8565U,8.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSDHDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
6461,hp,zbook-15-studio-g5-mobile-workstation-d,,2.0,INTEL,Core i7,8565U,8.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSDHDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
6462,hp,probook-450-g6-d,,1.7,INTEL,Core i7,6600U,4.0,16.0,14.0,TFT LED-backlit LCD,DDR3,SSD,,Intel,HD Graphics 520,3.0,meghdad
6463,hp,probook-450-g6-h,,1.7,INTEL,Core i7,6600U,4.0,8.0,14.0,TFT LED-backlit LCD,DDR4,SSD,,Intel,HD Graphics 520,3.0,meghdad
6464,hp,probook-450-g6-i,,2.3,INTEL,Core i7,9750H,12.0,32.0,15.6,IPS-Type G-SYNC Panel,DDR4,SSDHDD,Dos,Nvidia,RTX 2070 With Max Q Design GDDR6,4.0,meghdad
6465,hp,elitebook-840-g3,,2.26,INTEL,Xeon,E-2176M,12.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSD,Windows 10,Nvidia,Quadro  P1000 GDDR5,6.0,meghdad
6466,hp,elitebook-840-g3,,2.1,AMD,,A6-9220,1.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,AMD,520Graphics,4.0,meghdad
6467,hp,omen-15t-dc100-g2-l,,2.1,INTEL,Core i7,8750H,9.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSDHDD,Windows 10,Nvidia,Quadro P600 GDDR5,4.0,meghdad
