,Profit
1552,1.9654878264424018
1567,1.9698939510112108
1569,1.9388037358908494
1573,1.9955738346946057
1591,1.9297903495960314
1608,1.9462290093011607
1624,1.9448579032659559
1628,1.9792249890184728
1633,1.8989441970827199
1641,1.9240741320127392
1646,1.9168112201637666
1650,1.8806780092029645
1670,1.9168112201637666
1673,1.9150979268822288
1676,1.888000728519536
1679,1.9542795469520826
1689,1.9766129009257785
1691,1.9113237762291002
1704,1.9609409971133855
1717,1.9594899102074692
1723,1.8939520033627069
1728,1.9102966951436073
1733,1.9499245364752118
1739,1.9801354419212092
1742,1.9863505785741713
1746,1.8989441970827199
1747,1.9503762814081578
1755,1.965938607140677
1773,1.945138446448853
1777,1.9247042219653943
1783,1.9847159926195455
1789,1.9640756749119705
1802,1.9150979268822288
1804,1.9032303282108447
1805,1.8901120227473331
1809,1.9412112315305927
1813,1.9213956365365865
1822,1.8857394887677412
1823,1.9654878264424018
1826,1.9606583098329449
1845,1.9695208823353685
1846,1.9928709681445753
1849,1.9045325314691692
1866,1.9191985469223944
1871,1.97600547775484
1885,1.9069763406598041
1904,1.970351077749247
1906,1.913273523437832
1911,1.8833071768252676
1912,1.9395157634143991
1924,1.9018685196168685
1925,1.845778894593405
1933,1.9123153100699313
1938,1.9057798139763025
1941,1.9199506211707023
1947,1.9775224515433407
1956,1.940881316862804
1960,1.9499245364752118
1965,1.953116653963482
1966,1.9004418126006035
1969,1.9786936247805178
1971,1.9018685196168685
1973,1.9911635934472829
1990,1.9750224042289957
2007,1.8674129272810298
2014,1.897368812438263
2016,1.9600818254380667
2023,1.9644374992249394
2031,1.9475258645690965
2053,1.9032303282108447
2080,1.9448579032659559
2084,1.93270473122721
2092,1.9862297780847207
2093,1.991378475161186
2095,1.9240741320127392
2096,1.8939520033627069
2103,1.9415367838175084
2105,1.9553861913174742
2129,1.9415367838175084
2131,1.9661604782357838
2132,1.9168112201637666
2133,1.8857394887677412
2141,1.9650273464579597
2148,1.8778200933302622
2152,1.9265101549043926
2164,1.9708866651844072
2172,1.913273523437832
2178,1.9788129541847312
2181,1.9168112201637666
2188,1.8746933680686857
2203,1.9739889028056055
2211,1.9808986254343088
2218,1.963953705812587
2220,1.8989441970827199
2221,1.9282012245765772
2225,1.9811112766415824
2234,1.9682602812208452
2236,1.9811112766415824
2246,1.9004418126006035
2252,1.9004418126006035
2253,1.9081258300927861
2255,1.9032303282108447
2256,1.9247042219653943
2257,1.9527155807645498
2260,1.9859037750855397
2263,1.9873659569094815
2266,1.897368812438263
2278,1.9501514976758858
2287,1.9113237762291002
2292,1.978392096570019
2303,1.9018685196168685
2320,1.9045325314691692
2330,1.892090888508292
2332,1.9701694313869493
2347,1.9654878264424018
2355,1.8746933680686857
2371,1.8746933680686857
2381,1.9045325314691692
2382,1.9723328175462969
2388,1.9240741320127392
2389,1.892090888508292
2398,1.9827815722570596
2401,1.9723328175462969
2422,1.9767454101761077
2423,1.981269245905728
2443,1.9553861913174742
2447,1.9159676662632035
2453,1.9599353231452235
2454,1.938070784231412
2457,1.9467562359725958
2458,1.9123153100699313
2473,1.914200444790451
2475,1.9081258300927861
2480,1.888000728519536
2492,1.9265101549043926
2506,1.9825376405539177
2508,1.9553861913174742
2511,1.934904622024329
2514,1.8989441970827199
2516,1.9629523872690053
2519,1.9480254573412668
2530,1.8746933680686857
2531,1.9617678753033088
2536,1.9822905647707108
2541,1.9709745985610898
2560,1.918425390046945
2564,1.9785132624748758
2588,1.9475258645690965
2599,1.8806780092029645
2607,1.8833071768252676
2616,1.9081258300927861
2627,1.9709745985610898
2630,1.9102966951436073
2637,1.9494639217306742
2671,1.9650273464579597
2676,1.9540897790060174
2679,1.9032303282108447
2682,1.9442868452228765
2686,1.972084888198618
2692,1.9929550014031
2702,1.9594899102074692
2710,1.9739889028056055
2711,1.9650273464579597
2713,1.9240741320127392
2722,1.9057798139763025
2726,1.9752371486036733
2737,1.914200444790451
2742,1.9442868452228765
2743,1.925921645260924
2749,1.9057798139763025
2765,1.9159676662632035
2772,1.9482713629894661
2777,1.9159676662632035
2785,1.9240741320127392
2789,1.9102966951436073
2790,1.8746933680686857
2796,1.9032303282108447
2801,1.976811335844125
2804,1.9213956365365865
2817,1.892090888508292
2825,1.9032303282108447
2832,1.9721678645897531
2842,1.9369295212326172
2851,1.9472720742089493
2853,1.9234289416519317
2861,1.9546544240274675
2862,1.9405469294307611
2864,1.960800107113527
2865,1.9302993371397117
2867,1.9579372776909365
2868,1.9842729718834022
2870,1.9176300211731028
2874,1.8939520033627069
2886,1.9004418126006035
2891,1.93270473122721
2892,1.9503762814081578
2903,1.9045325314691692
2917,1.968459220366544
2920,1.959787844693488
2926,1.9427974426278491
2928,1.9753082239443984
2937,1.9566126567418738
2946,1.9159676662632035
2958,1.9501514976758858
2964,1.9569511945874554
2966,1.8957077816465628
2982,1.9421752232551484
2997,1.9057798139763025
3000,1.9591879214821901
3036,1.9045325314691692
3042,1.994065327892043
3052,1.977137728239446
3058,1.9587271074960704
3070,1.9795713974568934
3071,1.9312884274581925
3080,1.9159676662632035
3084,1.9365372988388614
3087,1.918425390046945
3103,1.871246607153827
3111,1.9402079547145057
3130,1.945138446448853
3131,1.9421752232551484
3134,1.9270859227253876
3140,1.8957077816465628
3142,1.913273523437832
3143,1.9523074174373867
3149,1.9092316153928997
3156,1.888000728519536
3167,1.897368812438263
3171,1.9884006214451206
3180,1.9113237762291002
3182,1.9092316153928997
3187,1.9357340999152448
3197,1.8857394887677412
3198,1.9923004024768958
3199,1.971579869664726
3207,1.8525064041561778
3216,1.9623022800584593
3219,1.991681070471544
3223,1.9928709681445753
3233,1.9265101549043926
3234,1.9572847203715047
3239,1.97600547775484
3242,1.960227363572211
3244,1.8746933680686857
3249,1.9032303282108447
3253,1.892090888508292
3260,1.946494075424733
3262,1.9069763406598041
3270,1.8746933680686857
3271,1.9276494538360263
3280,1.9657144052661202
3285,1.9801909595146618
3289,1.9599353231452235
3296,1.9102966951436073
3300,1.9365372988388614
3312,1.9312884274581925
3320,1.9926449241752162
3328,1.9813216168791836
3330,1.9431027069886748
3349,1.9081258300927861
3367,1.991681070471544
3370,1.9884365217778543
3376,1.9113237762291002
3384,1.9081258300927861
3393,1.9018685196168685
3394,1.9646753831747992
3397,1.9113237762291002
3400,1.9092316153928997
3403,1.9664890124722665
3416,1.9908835043502124
3417,1.8989441970827199
3418,1.897368812438263
3422,1.9206826600809677
3424,1.918425390046945
3438,1.9369295212326172
3443,1.953898425836322
3444,1.96904497091715
3446,1.9516813552762025
3447,1.8806780092029645
3450,1.9792249890184728
3453,1.9045325314691692
3454,1.9227679616672515
3457,1.960800107113527
3460,1.9199506211707023
3462,1.9018685196168685
3467,1.9633333231132921
3471,1.9462290093011607
3480,1.9667052501878022
3488,1.9018685196168685
3492,1.968754140558124
3494,1.9836348119999099
3495,1.914200444790451
3498,1.9768770440110672
3502,1.9123153100699313
3506,1.913273523437832
3519,1.9081258300927861
3534,1.9176300211731028
3541,1.9353227455891366
3547,1.934904622024329
3550,1.8778200933302622
3552,1.8939520033627069
3556,1.9234289416519317
3562,1.9253198575786312
3570,1.9475258645690965
3571,1.9669193087779382
3575,1.892090888508292
3580,1.914200444790451
3585,1.9206826600809677
3586,1.9265101549043926
3591,1.929271258974732
3593,1.9617678753033088
3594,1.9276494538360263
3599,1.9785735670594913
3603,1.9482713629894661
3607,1.9032303282108447
3610,1.963953705812587
3623,1.9395157634143991
3627,1.9858626225951392
3629,1.9748779590689673
3630,1.888000728519536
3632,1.8989441970827199
3646,1.9032303282108447
3655,1.863102814420669
3657,1.8957077816465628
3663,1.9276494538360263
3668,1.9708866651844072
3672,1.9434041945487324
3683,1.9634588298077906
3685,1.9731382181454116
3688,1.9621698991865764
3695,1.9353227455891366
3701,1.9253198575786312
3710,1.9788129541847312
3715,1.9057798139763025
3716,1.9176300211731028
3719,2.0110477225779064
3725,1.9150979268822288
3726,1.932241200732701
3728,1.8989441970827199
3734,1.9796855173262788
3736,1.9516813552762025
3739,1.9069763406598041
3743,1.9663800634197033
3752,1.9004418126006035
3782,1.970351077749247
3797,1.863102814420669
3800,1.9302993371397117
3823,1.9867869408040943
3830,1.9373157309159506
3834,1.9585713602087247
3835,1.9113237762291002
3850,1.964317564514848
3855,1.9637076826708941
3867,1.9113237762291002
3871,1.914200444790451
3874,1.8989441970827199
3884,1.9353227455891366
3892,1.925921645260924
3894,1.973606632734734
3903,1.9113237762291002
3908,1.9762100102090923
3948,1.9045325314691692
3952,1.9485147412181714
3953,1.9542795469520826
3962,1.9340472139920224
3963,1.8857394887677412
3982,1.81321430870177
3985,1.9553861913174742
3993,1.8525064041561778
3999,1.9437019916034606
4001,1.8989441970827199
4016,1.9862701317665388
4019,1.929271258974732
4020,1.871246607153827
4021,1.9123153100699313
4033,1.892090888508292
4056,1.9462290093011607
4058,1.9253198575786312
4062,1.9529169892165685
4065,1.9569511945874554
4069,1.9102966951436073
4076,1.9199506211707023
4087,1.9159676662632035
4088,1.9159676662632035
4097,1.9206826600809677
4099,1.9373157309159506
4119,1.9057798139763025
4123,1.9724147990953742
4129,1.9045325314691692
4130,1.8901120227473331
4147,1.9726587933602304
4150,1.9480254573412668
4152,1.9376960976396962
4163,1.9764124716469982
4165,1.8957077816465628
4166,1.9081258300927861
4171,1.9045325314691692
4172,1.9213956365365865
4179,1.9644374992249394
4183,1.9562689643034925
4185,1.93270473122721
4187,1.9057798139763025
4191,1.9714944819559128
4194,1.9827330338542815
4207,1.9682602812208452
4218,1.994117750422644
4225,1.9700780093424668
4239,1.8525064041561778
4240,1.9227679616672515
4246,1.953116653963482
4252,1.9018685196168685
4254,1.8939520033627069
4260,1.9376960976396962
4268,1.9247042219653943
4271,1.9234289416519317
4275,1.9533146029854977
4282,1.9276494538360263
4293,1.9344795183624546
4294,1.9307985823576046
4305,1.888000728519536
4317,1.9113237762291002
4328,1.913273523437832
4330,1.932241200732701
4346,1.9227679616672515
4352,1.871246607153827
4364,1.9206826600809677
4365,1.9923871571396397
4368,1.8833071768252676
4376,1.9675488110872674
4384,1.871246607153827
4389,1.913273523437832
4399,1.897368812438263
4404,1.9724147990953742
4407,1.8806780092029645
4423,1.897368812438263
4430,1.9623022800584593
4434,1.918425390046945
4441,1.9045325314691692
4442,1.9758679525361802
4448,1.8857394887677412
4451,1.9168112201637666
4461,1.8674129272810298
4466,1.8806780092029645
4469,1.913273523437832
4475,1.9674451858153352
4487,2.0049109048304397
4508,1.9176300211731028
4522,1.9123153100699313
4523,1.892090888508292
4527,1.897368812438263
4533,1.913273523437832
4539,1.9168112201637666
4542,1.9069763406598041
4546,1.8746933680686857
4553,1.9018685196168685
4560,1.8939520033627069
4562,1.9462290093011607
4573,1.9018685196168685
4579,1.9569511945874554
4582,1.9624338626712328
4584,1.9694265632072412
4585,1.9032303282108447
4587,1.9191985469223944
4594,1.9206826600809677
4600,1.9206826600809677
4605,1.897368812438263
4606,1.8989441970827199
4607,1.9032303282108447
4610,1.941858080164857
4625,1.9004418126006035
4628,1.8939520033627069
4632,1.8778200933302622
4635,1.9653736308784118
4639,1.9723328175462969
4642,1.9789906006334541
4644,1.9619027061341758
4646,1.9102966951436073
4656,1.9297903495960314
4659,1.9213956365365865
4697,1.981269245905728
4702,1.9176300211731028
4710,1.9206826600809677
4717,1.9514688577625314
4718,1.964910664902612
4725,1.9569511945874554
4740,1.9824391917610897
4744,1.9427974426278491
4752,1.9220904558208771
4765,1.954839580240542
4766,1.9535108636103917
4775,1.9402079547145057
4786,1.9557434341154054
4800,1.913273523437832
4804,1.9113237762291002
4815,1.9603719493330845
4825,1.888000728519536
4833,1.9376960976396962
4836,1.980301522099737
4848,1.918425390046945
4865,1.9523074174373867
4866,1.9674451858153352
4872,1.9790494607733786
4875,1.9533146029854977
4880,1.9415367838175084
4882,1.888000728519536
4895,1.93360747794567
4901,1.8901120227473331
4905,1.9213956365365865
4908,1.9718339288874294
4910,1.9234289416519317
4917,1.897368812438263
4918,1.928741684634749
4924,1.8806780092029645
4925,1.9590353743444735
4927,1.897368812438263
4950,1.888000728519536
4973,1.9744383151974214
4977,1.9814778835172882
4984,1.8857394887677412
4989,1.952512399954119
4991,1.9489941063719887
4999,1.9302993371397117
5007,1.9069763406598041
5013,1.9456899156486396
5022,1.929271258974732
5031,1.9644374992249394
5035,1.9669193087779382
5047,1.913273523437832
5051,1.9057798139763025
5054,1.9206826600809677
5057,1.9591879214821901
5058,1.9361388866677234
5068,1.9057798139763025
5103,1.952512399954119
5110,1.9247042219653943
5112,1.9681601015398833
5127,1.9585713602087247
5129,1.9032303282108447
5130,1.863102814420669
5131,1.914200444790451
5146,1.9317691973413493
5149,1.9102966951436073
5173,1.8806780092029645
5175,1.9862297780847207
5176,1.892090888508292
5179,1.9150979268822288
5182,1.9661604782357838
5185,1.9677545491100348
5186,1.9732955562133154
5198,1.9644374992249394
5204,1.9405469294307611
5223,1.9960021778038077
5233,1.9566126567418738
5255,1.9247042219653943
5260,1.9421752232551484
5262,1.9903099765141694
5266,1.9801909595146618
5272,1.9653736308784118
5288,1.9353227455891366
5302,1.9045325314691692
5310,1.9227679616672515
5311,1.9512544005699943
5313,1.9412112315305927
5318,1.8989441970827199
5330,1.9123153100699313
5337,1.9159676662632035
5351,1.9402079547145057
5361,1.9797423283404552
5362,1.9572847203715047
5364,1.9102966951436073
5370,1.9276494538360263
5372,1.9081258300927861
5373,1.9825376405539177
5374,1.8778200933302622
5392,1.9384399469623914
5395,1.9830224338696112
5396,1.9388037358908494
5405,1.9514688577625314
5412,1.9150979268822288
5414,1.9045325314691692
5418,1.892090888508292
5419,1.9045325314691692
5423,1.9057798139763025
5424,1.8833071768252676
5429,1.9032303282108447
5437,1.9999366438659028
5438,1.9892090829717406
5447,1.96904497091715
5455,1.9674451858153352
5459,1.941858080164857
5468,1.9123153100699313
5470,1.9213956365365865
5476,1.9113237762291002
5479,1.9623022800584593
5482,1.9590353743444735
5491,1.9159676662632035
5494,1.8939520033627069
5505,1.9302993371397117
5510,1.863102814420669
5511,1.8746933680686857
5520,1.9102966951436073
5523,1.9384399469623914
5524,1.9045325314691692
5533,1.914200444790451
5534,1.9499245364752118
5544,1.9514688577625314
5551,1.9750224042289957
5552,1.9472720742089493
5563,1.888000728519536
5573,1.9113237762291002
5575,1.9746593333089892
5591,1.9018685196168685
5610,1.9176300211731028
5613,1.9619027061341758
5642,1.9312884274581925
5651,1.9667052501878022
5654,1.9442868452228765
5657,1.958256566969191
5668,1.9537054625333927
5669,1.9123153100699313
5672,1.918425390046945
5699,1.897368812438263
5702,1.9123153100699313
5710,1.9176300211731028
5712,1.9227679616672515
5715,1.8806780092029645
5718,1.9234289416519317
5723,1.9550232454286705
5725,1.892090888508292
5727,1.9695208823353685
5728,1.9113237762291002
5740,1.9584145181866675
5745,1.9716649049218877
5747,1.9439961815925082
5754,1.957118575305074
5757,1.970351077749247
5761,1.9032303282108447
5765,1.871246607153827
5767,1.9660498312014654
5776,1.9206826600809677
5787,1.9672363994800983
5789,1.9340472139920224
5790,1.9032303282108447
5795,1.978024067042134
5805,1.974289616371177
5816,1.897368812438263
5818,1.9676519306548492
5820,1.968059442815058
5828,1.9694265632072412
5839,1.9270859227253876
5852,1.9357340999152448
5860,1.9777748484954636
5868,1.8674129272810298
5871,1.8674129272810298
5877,1.938070784231412
5881,1.8939520033627069
5891,1.9786336874784891
5892,1.8939520033627069
5895,1.8939520033627069
5900,1.9113237762291002
5901,1.8857394887677412
5906,1.9914394024181699
5908,1.9018685196168685
5914,1.9220904558208771
5940,1.9159676662632035
5942,1.9032303282108447
5958,1.9045325314691692
5962,1.9206826600809677
5984,1.8957077816465628
5989,1.9512544005699943
5994,1.9102966951436073
6000,1.9092316153928997
6003,1.945138446448853
6009,1.8833071768252676
6023,1.9873659569094815
6027,1.9505989263562233
6029,1.9817355491499737
6033,1.9734516886926357
6041,1.8989441970827199
6056,1.871246607153827
6058,1.9918304804939233
6060,1.9361388866677234
6062,1.9004418126006035
6066,1.8806780092029645
6071,1.938070784231412
6072,1.9822905647707108
6074,1.925921645260924
6085,1.968059442815058
6086,1.9069763406598041
6087,1.9069763406598041
6088,1.9004418126006035
6090,1.9646753831747992
6096,1.9837273008826533
6098,1.9523074174373867
6102,1.9032303282108447
6111,1.8806780092029645
6131,1.9646753831747992
6134,1.9113237762291002
6140,1.9240741320127392
6148,1.9018685196168685
6151,1.976073887795849
6153,1.9276494538360263
6154,1.9650273464579597
6159,1.9681601015398833
6172,1.918425390046945
6180,1.9369295212326172
6193,1.914200444790451
6201,1.8746933680686857
6217,1.9057798139763025
6218,1.977395037324806
6223,1.9307985823576046
6224,1.9123153100699313
6231,1.9709745985610898
6232,1.9018685196168685
6237,1.9674451858153352
6242,1.958097491814196
6246,1.9663800634197033
6265,1.9785132624748758
6268,1.8857394887677412
6269,1.9102966951436073
6275,1.9102966951436073
6276,1.9647933459867706
6281,1.9253198575786312
6287,1.9412112315305927
6296,1.9220904558208771
6306,1.9665974063071425
6309,1.9669193087779382
6312,1.9045325314691692
6313,1.8901120227473331
6315,1.9018685196168685
6330,1.9376960976396962
6333,1.9213956365365865
6334,1.9674451858153352
6341,1.932241200732701
6347,1.954839580240542
6351,1.913273523437832
6360,1.9653736308784118
6361,1.9431027069886748
6363,1.9744383151974214
6367,1.9584145181866675
6376,1.9750942404285663
6390,1.9331600682505183
6392,1.913273523437832
6402,1.8857394887677412
6403,1.9510379496809878
6408,1.9253198575786312
6409,1.9081258300927861
6432,1.9220904558208771
6458,1.9191985469223944
6459,1.940881316862804
6477,1.9253198575786312
6485,1.9880010303855862
6500,1.9746593333089892
6504,1.9619027061341758
6505,1.93270473122721
6514,1.9357340999152448
6532,1.9456899156486396
6535,1.9678566709839789
6545,1.9199506211707023
6546,1.8857394887677412
6547,1.9213956365365865
6553,1.9265101549043926
6557,1.9434041945487324
6559,1.9102966951436073
6564,1.871246607153827
6566,1.9672363994800983
6569,1.968557988152902
6586,1.9625646559703673
6592,1.8989441970827199
6608,1.8857394887677412
6610,1.9467562359725958
6629,1.9199506211707023
6632,1.914200444790451
6635,1.9610809906167719
6640,1.9373157309159506
6645,1.9594899102074692
6652,1.9102966951436073
6654,1.9819898155555071
6656,1.953898425836322
6662,1.9448579032659559
6666,1.9865898594811973
6676,1.9612200982212846
6683,1.925921645260924
6684,1.9672363994800983
6701,1.9004418126006035
6723,1.9159676662632035
6724,1.9431027069886748
6731,1.9069763406598041
6736,1.9045325314691692
6741,1.9660498312014654
6749,1.9361388866677234
6751,1.958256566969191
6755,1.9442868452228765
6767,1.9102966951436073
6772,1.94457406058554
6787,1.9665974063071425
6794,1.9448579032659559
6796,1.8957077816465628
6800,1.980301522099737
6802,1.9555655151167868
6812,1.8746933680686857
6814,1.9081258300927861
6815,1.9421752232551484
6817,1.8581928345514132
6824,1.8778200933302622
6826,1.9004418126006035
6837,1.9045325314691692
6847,1.989482129878408
6850,1.9206826600809677
6884,1.9376960976396962
6890,1.9606583098329449
6907,1.897368812438263
6914,1.9739130223473418
6916,1.9752371486036733
6934,1.9658268004053583
6953,1.9811640765136447
6957,1.981269245905728
6965,1.941858080164857
6977,1.9045325314691692
6979,1.9676519306548492
6982,1.97939895936228
6984,1.918425390046945
6990,1.9307985823576046
6991,1.8806780092029645
6997,1.9213956365365865
6999,1.8857394887677412
7001,1.9431027069886748
7003,1.8901120227473331
7004,1.9234289416519317
7022,1.9625646559703673
7023,1.9191985469223944
7029,1.888000728519536
7042,1.9045325314691692
7051,1.9587271074960704
7055,1.8806780092029645
7058,1.8857394887677412
7070,1.984362409783911
7074,1.9707983565325051
7087,1.9415367838175084
7091,1.918425390046945
7095,1.9376960976396962
7103,1.9384399469623914
7107,1.9032303282108447
7109,1.9480254573412668
7111,1.9150979268822288
7115,1.9599353231452235
7117,1.9899833401651084
7118,1.9434041945487324
7122,1.9004418126006035
7124,1.9673410501852187
7136,1.9657144052661202
7142,1.888000728519536
7157,1.9234289416519317
7161,1.9779620562898301
7176,1.9871749500038707
7201,1.8746933680686857
7215,1.955205441859578
7217,1.955919968727476
7218,1.938070784231412
7226,1.984846898803053
7229,1.9701694313869493
7231,1.9018685196168685
7234,1.914200444790451
7245,1.9213956365365865
7250,1.9518919262855865
7255,1.9199506211707023
7261,1.9150979268822288
7263,1.9569511945874554
7268,1.9302993371397117
7274,1.8806780092029645
7276,1.9206826600809677
7281,1.8939520033627069
7283,1.9470155498445507
7286,1.9697082511989925
7291,1.9102966951436073
7292,1.9057798139763025
7294,1.9619027061341758
7305,1.897368812438263
7331,1.9779620562898301
7334,1.9032303282108447
7337,1.9398642738509526
7338,1.9159676662632035
7339,1.9769425360144681
7344,1.9609409971133855
7350,1.980737591677523
7362,1.9657144052661202
7367,1.9004418126006035
7378,1.9045325314691692
7386,1.9470155498445507
7390,1.9800797656717783
7393,1.9770728768208712
7413,1.9834016041362537
7416,1.9789315634885598
7421,1.9176300211731028
7433,1.9102966951436073
7445,1.8939520033627069
7454,1.925921645260924
7473,1.9668125493049675
7475,1.975165821323203
7482,1.9527155807645498
7486,1.9670255336558713
7489,1.9681601015398833
7493,1.9421752232551484
7516,1.9542795469520826
7517,1.9775858529016088
7518,1.97600547775484
7543,1.8778200933302622
7547,1.928741684634749
7550,1.9302993371397117
7557,1.9081258300927861
7564,1.9898841945876697
7575,1.9176300211731028
7582,1.892090888508292
7594,1.9191985469223944
7599,1.8857394887677412
7602,1.9431027069886748
7606,1.9004418126006035
7607,1.9102966951436073
7610,1.913273523437832
7612,1.9092316153928997
7615,1.8957077816465628
7618,1.9032303282108447
7620,1.9620367109608883
7622,1.888000728519536
7626,1.9004418126006035
7630,1.9361388866677234
7634,1.925921645260924
7640,1.9344795183624546
7661,1.9799117764563723
7712,1.892090888508292
7714,1.9081258300927861
7716,1.984846898803053
7730,1.9199506211707023
7731,1.9750942404285663
7732,1.8901120227473331
7736,1.9808986254343088
7737,1.9758679525361802
7738,1.928741684634749
7739,1.9045325314691692
7748,1.9045325314691692
7750,1.9812167326918857
7753,1.9467562359725958
7774,1.9376960976396962
7777,1.932241200732701
7779,1.8833071768252676
7783,1.9529169892165685
7797,1.9785132624748758
7802,1.9388037358908494
